label,reason,length,x_ratio,noncanonical_ratio,resolution,source_file
13sh_D,duplicate_sequence,78,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sh.cif
13si_A,duplicate_sequence,78,0.0000,0.0000,1.54,data/all_pdb_1y/fed_split/client_3/mmcif_files/13si.cif
13si_B,duplicate_sequence,78,0.0000,0.0000,1.54,data/all_pdb_1y/fed_split/client_3/mmcif_files/13si.cif
13si_C,duplicate_sequence,78,0.0000,0.0000,1.54,data/all_pdb_1y/fed_split/client_3/mmcif_files/13si.cif
13si_D,duplicate_sequence,78,0.0000,0.0000,1.54,data/all_pdb_1y/fed_split/client_3/mmcif_files/13si.cif
13sj_A,duplicate_sequence,78,0.0000,0.0000,1.47,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sj.cif
13sj_B,duplicate_sequence,78,0.0000,0.0000,1.47,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sj.cif
13sj_C,duplicate_sequence,78,0.0000,0.0000,1.47,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sj.cif
13sj_D,duplicate_sequence,78,0.0000,0.0000,1.47,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sj.cif
13sk_A,duplicate_sequence,78,0.0000,0.0000,1.536,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sk.cif
13sk_B,duplicate_sequence,78,0.0000,0.0000,1.536,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sk.cif
13sk_C,duplicate_sequence,78,0.0000,0.0000,1.536,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sk.cif
13sk_D,duplicate_sequence,78,0.0000,0.0000,1.536,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sk.cif
13sl_A,duplicate_sequence,78,0.0000,0.0000,1.339,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sl.cif
13sl_B,duplicate_sequence,78,0.0000,0.0000,1.339,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sl.cif
13sl_C,duplicate_sequence,78,0.0000,0.0000,1.339,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sl.cif
13sl_D,duplicate_sequence,78,0.0000,0.0000,1.339,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sl.cif
13sm_A,duplicate_sequence,78,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sm.cif
13sm_B,duplicate_sequence,78,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sm.cif
13sm_C,duplicate_sequence,78,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sm.cif
13sm_D,duplicate_sequence,78,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sm.cif
13sn_A,duplicate_sequence,78,0.0000,0.0000,1.44,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sn.cif
13sn_B,duplicate_sequence,78,0.0000,0.0000,1.44,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sn.cif
13sn_C,duplicate_sequence,78,0.0000,0.0000,1.44,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sn.cif
13sn_D,duplicate_sequence,78,0.0000,0.0000,1.44,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sn.cif
13so_A,duplicate_sequence,78,0.0000,0.0000,1.615,data/all_pdb_1y/fed_split/client_3/mmcif_files/13so.cif
13so_B,duplicate_sequence,78,0.0000,0.0000,1.615,data/all_pdb_1y/fed_split/client_3/mmcif_files/13so.cif
13so_C,duplicate_sequence,78,0.0000,0.0000,1.615,data/all_pdb_1y/fed_split/client_3/mmcif_files/13so.cif
13so_D,duplicate_sequence,78,0.0000,0.0000,1.615,data/all_pdb_1y/fed_split/client_3/mmcif_files/13so.cif
13sp_A,duplicate_sequence,78,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sp.cif
13sp_B,duplicate_sequence,78,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sp.cif
13sp_C,duplicate_sequence,78,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sp.cif
13sp_D,duplicate_sequence,78,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sp.cif
13sq_A,duplicate_sequence,78,0.0000,0.0000,1.301,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sq.cif
13sq_B,duplicate_sequence,78,0.0000,0.0000,1.301,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sq.cif
13sq_C,duplicate_sequence,78,0.0000,0.0000,1.301,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sq.cif
13sq_D,duplicate_sequence,78,0.0000,0.0000,1.301,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sq.cif
13sr_A,duplicate_sequence,78,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sr.cif
13sr_B,duplicate_sequence,78,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sr.cif
13sr_C,duplicate_sequence,78,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sr.cif
13sr_D,duplicate_sequence,78,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sr.cif
13ss_A,duplicate_sequence,78,0.0000,0.0000,1.689,data/all_pdb_1y/fed_split/client_3/mmcif_files/13ss.cif
13ss_B,duplicate_sequence,78,0.0000,0.0000,1.689,data/all_pdb_1y/fed_split/client_3/mmcif_files/13ss.cif
13ss_C,duplicate_sequence,78,0.0000,0.0000,1.689,data/all_pdb_1y/fed_split/client_3/mmcif_files/13ss.cif
13ss_D,duplicate_sequence,78,0.0000,0.0000,1.689,data/all_pdb_1y/fed_split/client_3/mmcif_files/13ss.cif
13st_A,duplicate_sequence,78,0.0000,0.0000,1.37,data/all_pdb_1y/fed_split/client_3/mmcif_files/13st.cif
13st_B,duplicate_sequence,78,0.0000,0.0000,1.37,data/all_pdb_1y/fed_split/client_3/mmcif_files/13st.cif
13st_C,duplicate_sequence,78,0.0000,0.0000,1.37,data/all_pdb_1y/fed_split/client_3/mmcif_files/13st.cif
13st_D,duplicate_sequence,78,0.0000,0.0000,1.37,data/all_pdb_1y/fed_split/client_3/mmcif_files/13st.cif
13su_A,duplicate_sequence,78,0.0000,0.0000,1.502,data/all_pdb_1y/fed_split/client_3/mmcif_files/13su.cif
13su_B,duplicate_sequence,78,0.0000,0.0000,1.502,data/all_pdb_1y/fed_split/client_3/mmcif_files/13su.cif
13su_C,duplicate_sequence,78,0.0000,0.0000,1.502,data/all_pdb_1y/fed_split/client_3/mmcif_files/13su.cif
13su_D,duplicate_sequence,78,0.0000,0.0000,1.502,data/all_pdb_1y/fed_split/client_3/mmcif_files/13su.cif
13sv_A,duplicate_sequence,78,0.0000,0.0000,1.68,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sv.cif
13sv_B,duplicate_sequence,78,0.0000,0.0000,1.68,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sv.cif
13sv_C,duplicate_sequence,78,0.0000,0.0000,1.68,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sv.cif
13sv_D,duplicate_sequence,78,0.0000,0.0000,1.68,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sv.cif
13sw_A,duplicate_sequence,78,0.0000,0.0000,1.371,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sw.cif
13sw_B,duplicate_sequence,78,0.0000,0.0000,1.371,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sw.cif
13sw_C,duplicate_sequence,78,0.0000,0.0000,1.371,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sw.cif
13sw_D,duplicate_sequence,78,0.0000,0.0000,1.371,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sw.cif
13sx_A,duplicate_sequence,78,0.0000,0.0000,1.36,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sx.cif
13sx_B,duplicate_sequence,78,0.0000,0.0000,1.36,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sx.cif
13sx_C,duplicate_sequence,78,0.0000,0.0000,1.36,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sx.cif
13sx_D,duplicate_sequence,78,0.0000,0.0000,1.36,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sx.cif
13sy_A,duplicate_sequence,78,0.0000,0.0000,1.291,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sy.cif
13sy_B,duplicate_sequence,78,0.0000,0.0000,1.291,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sy.cif
13sy_C,duplicate_sequence,78,0.0000,0.0000,1.291,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sy.cif
13sy_D,duplicate_sequence,78,0.0000,0.0000,1.291,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sy.cif
13sz_A,duplicate_sequence,78,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sz.cif
13sz_B,duplicate_sequence,78,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sz.cif
13sz_C,duplicate_sequence,78,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sz.cif
13sz_D,duplicate_sequence,78,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_3/mmcif_files/13sz.cif
13ta_A,duplicate_sequence,78,0.0000,0.0000,1.509,data/all_pdb_1y/fed_split/client_3/mmcif_files/13ta.cif
13ta_B,duplicate_sequence,78,0.0000,0.0000,1.509,data/all_pdb_1y/fed_split/client_3/mmcif_files/13ta.cif
13ta_C,duplicate_sequence,78,0.0000,0.0000,1.509,data/all_pdb_1y/fed_split/client_3/mmcif_files/13ta.cif
13ta_D,duplicate_sequence,78,0.0000,0.0000,1.509,data/all_pdb_1y/fed_split/client_3/mmcif_files/13ta.cif
13tb_A,duplicate_sequence,78,0.0000,0.0000,1.55,data/all_pdb_1y/fed_split/client_3/mmcif_files/13tb.cif
13tb_B,duplicate_sequence,78,0.0000,0.0000,1.55,data/all_pdb_1y/fed_split/client_3/mmcif_files/13tb.cif
13tb_C,duplicate_sequence,78,0.0000,0.0000,1.55,data/all_pdb_1y/fed_split/client_3/mmcif_files/13tb.cif
13tb_D,duplicate_sequence,78,0.0000,0.0000,1.55,data/all_pdb_1y/fed_split/client_3/mmcif_files/13tb.cif
21dg_A,duplicate_sequence,244,0.0000,0.0000,1.38,data/all_pdb_1y/fed_split/client_3/mmcif_files/21dg.cif
21kv_B,duplicate_sequence,182,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/21kv.cif
21kw_A,duplicate_sequence,182,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/21kw.cif
21le_A,duplicate_sequence,182,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/21le.cif
21lp_A,duplicate_sequence,174,0.0000,0.0000,1.57,data/all_pdb_1y/fed_split/client_3/mmcif_files/21lp.cif
22rb_C,duplicate_sequence,262,0.0000,0.0000,1.75,data/all_pdb_1y/fed_split/client_3/mmcif_files/22rb.cif
22wm_B,duplicate_sequence,262,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_3/mmcif_files/22wm.cif
22wm_C,duplicate_sequence,262,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_3/mmcif_files/22wm.cif
24uu_B,duplicate_sequence,287,0.0000,0.0000,1.97,data/all_pdb_1y/fed_split/client_3/mmcif_files/24uu.cif
27aa_B,duplicate_sequence,166,0.0000,0.0000,1.834,data/all_pdb_1y/fed_split/client_3/mmcif_files/27aa.cif
27aa_C,duplicate_sequence,166,0.0000,0.0000,1.834,data/all_pdb_1y/fed_split/client_3/mmcif_files/27aa.cif
27aa_D,duplicate_sequence,166,0.0000,0.0000,1.834,data/all_pdb_1y/fed_split/client_3/mmcif_files/27aa.cif
27ah_B,duplicate_sequence,82,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_3/mmcif_files/27ah.cif
28kc_A,duplicate_sequence,182,0.0000,0.0000,1.94,data/all_pdb_1y/fed_split/client_3/mmcif_files/28kc.cif
28lz_A,duplicate_sequence,182,0.0000,0.0000,1.94,data/all_pdb_1y/fed_split/client_3/mmcif_files/28lz.cif
29hm_B,duplicate_sequence,183,0.0000,0.0000,1.801,data/all_pdb_1y/fed_split/client_3/mmcif_files/29hm.cif
7hqq_B,duplicate_sequence,295,0.0000,0.0000,1.99,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqq.cif
7hqr_A,duplicate_sequence,295,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqr.cif
7hqr_B,duplicate_sequence,295,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqr.cif
7hqs_A,duplicate_sequence,295,0.0000,0.0000,1.617,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqs.cif
7hqs_B,duplicate_sequence,295,0.0000,0.0000,1.617,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqs.cif
7hqt_A,duplicate_sequence,295,0.0000,0.0000,1.582,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqt.cif
7hqt_B,duplicate_sequence,295,0.0000,0.0000,1.582,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqt.cif
7hqu_A,duplicate_sequence,295,0.0000,0.0000,1.741,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqu.cif
7hqu_B,duplicate_sequence,295,0.0000,0.0000,1.741,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqu.cif
7hqv_A,duplicate_sequence,295,0.0000,0.0000,1.653,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqv.cif
7hqv_B,duplicate_sequence,295,0.0000,0.0000,1.653,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqv.cif
7hqw_A,duplicate_sequence,295,0.0000,0.0000,1.481,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqw.cif
7hqw_B,duplicate_sequence,295,0.0000,0.0000,1.481,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqw.cif
7hqx_A,duplicate_sequence,295,0.0000,0.0000,1.655,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqx.cif
7hqx_B,duplicate_sequence,295,0.0000,0.0000,1.655,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqx.cif
7hqy_A,duplicate_sequence,295,0.0000,0.0000,1.677,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqy.cif
7hqy_B,duplicate_sequence,295,0.0000,0.0000,1.677,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqy.cif
7hqz_A,duplicate_sequence,295,0.0000,0.0000,1.917,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqz.cif
7hqz_B,duplicate_sequence,295,0.0000,0.0000,1.917,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hqz.cif
7hr0_A,duplicate_sequence,295,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr0.cif
7hr0_B,duplicate_sequence,295,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr0.cif
7hr1_A,duplicate_sequence,295,0.0000,0.0000,1.649,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr1.cif
7hr1_B,duplicate_sequence,295,0.0000,0.0000,1.649,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr1.cif
7hr2_A,duplicate_sequence,295,0.0000,0.0000,1.828,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr2.cif
7hr2_B,duplicate_sequence,295,0.0000,0.0000,1.828,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr2.cif
7hr5_A,duplicate_sequence,295,0.0000,0.0000,1.751,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr5.cif
7hr5_B,duplicate_sequence,295,0.0000,0.0000,1.751,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr5.cif
7hr7_A,duplicate_sequence,295,0.0000,0.0000,1.71,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr7.cif
7hr7_B,duplicate_sequence,295,0.0000,0.0000,1.71,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr7.cif
7hr9_A,duplicate_sequence,295,0.0000,0.0000,1.67,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr9.cif
7hr9_B,duplicate_sequence,295,0.0000,0.0000,1.67,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hr9.cif
7hra_A,duplicate_sequence,295,0.0000,0.0000,1.85,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hra.cif
7hra_B,duplicate_sequence,295,0.0000,0.0000,1.85,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hra.cif
7hrb_A,duplicate_sequence,295,0.0000,0.0000,1.84,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrb.cif
7hrb_B,duplicate_sequence,295,0.0000,0.0000,1.84,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrb.cif
7hrc_A,duplicate_sequence,295,0.0000,0.0000,1.87,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrc.cif
7hrc_B,duplicate_sequence,295,0.0000,0.0000,1.87,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrc.cif
7hrd_A,duplicate_sequence,295,0.0000,0.0000,1.66,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrd.cif
7hrd_B,duplicate_sequence,295,0.0000,0.0000,1.66,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrd.cif
7hrf_A,duplicate_sequence,295,0.0000,0.0000,1.85,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrf.cif
7hrf_B,duplicate_sequence,295,0.0000,0.0000,1.85,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrf.cif
7hrg_A,duplicate_sequence,295,0.0000,0.0000,1.92,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrg.cif
7hrg_B,duplicate_sequence,295,0.0000,0.0000,1.92,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrg.cif
7hrh_A,duplicate_sequence,295,0.0000,0.0000,1.919,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrh.cif
7hrh_B,duplicate_sequence,295,0.0000,0.0000,1.919,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrh.cif
7hri_A,duplicate_sequence,295,0.0000,0.0000,1.694,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hri.cif
7hri_B,duplicate_sequence,295,0.0000,0.0000,1.694,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hri.cif
7hrj_A,duplicate_sequence,295,0.0000,0.0000,1.959,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrj.cif
7hrj_B,duplicate_sequence,295,0.0000,0.0000,1.959,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrj.cif
7hrk_A,duplicate_sequence,295,0.0000,0.0000,1.747,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrk.cif
7hrk_B,duplicate_sequence,295,0.0000,0.0000,1.747,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrk.cif
7hrl_A,duplicate_sequence,295,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrl.cif
7hrl_B,duplicate_sequence,295,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrl.cif
7hrm_A,duplicate_sequence,295,0.0000,0.0000,1.829,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrm.cif
7hrm_B,duplicate_sequence,295,0.0000,0.0000,1.829,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrm.cif
7hrn_A,duplicate_sequence,295,0.0000,0.0000,1.657,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrn.cif
7hrn_B,duplicate_sequence,295,0.0000,0.0000,1.657,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrn.cif
7hro_A,duplicate_sequence,295,0.0000,0.0000,1.99,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hro.cif
7hro_B,duplicate_sequence,295,0.0000,0.0000,1.99,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hro.cif
7hrq_A,duplicate_sequence,295,0.0000,0.0000,1.911,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrq.cif
7hrq_B,duplicate_sequence,295,0.0000,0.0000,1.911,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrq.cif
7hrr_A,duplicate_sequence,295,0.0000,0.0000,1.92,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrr.cif
7hrr_B,duplicate_sequence,295,0.0000,0.0000,1.92,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrr.cif
7hrs_A,duplicate_sequence,295,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrs.cif
7hrs_B,duplicate_sequence,295,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrs.cif
7hrt_A,duplicate_sequence,295,0.0000,0.0000,1.599,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrt.cif
7hrt_B,duplicate_sequence,295,0.0000,0.0000,1.599,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrt.cif
7hru_A,duplicate_sequence,295,0.0000,0.0000,1.792,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hru.cif
7hru_B,duplicate_sequence,295,0.0000,0.0000,1.792,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hru.cif
7hrv_A,duplicate_sequence,295,0.0000,0.0000,1.491,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrv.cif
7hrv_B,duplicate_sequence,295,0.0000,0.0000,1.491,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrv.cif
7hrw_A,duplicate_sequence,295,0.0000,0.0000,1.52,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrw.cif
7hrw_B,duplicate_sequence,295,0.0000,0.0000,1.52,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrw.cif
7hrx_A,duplicate_sequence,295,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrx.cif
7hrx_B,duplicate_sequence,295,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_3/mmcif_files/7hrx.cif
