label,reason,length,x_ratio,noncanonical_ratio,resolution,source_file
8v9s_A,kept,114,0.0000,0.0000,1.86,data/all_pdb_1y/fed_split/client_3/mmcif_files/8v9s.cif
8vz3_A,kept,167,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_3/mmcif_files/8vz3.cif
8w3c_A,kept,190,0.0000,0.0000,1.97,data/all_pdb_1y/fed_split/client_3/mmcif_files/8w3c.cif
8w3m_A,kept,190,0.0000,0.0000,1.97,data/all_pdb_1y/fed_split/client_3/mmcif_files/8w3m.cif
8w3t_A,kept,190,0.0000,0.0000,1.98,data/all_pdb_1y/fed_split/client_3/mmcif_files/8w3t.cif
8w3y_A,kept,258,0.0000,0.0000,1.45,data/all_pdb_1y/fed_split/client_3/mmcif_files/8w3y.cif
8xq0_A,kept,290,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_3/mmcif_files/8xq0.cif
8xt5_A,kept,291,0.0000,0.0000,1.391,data/all_pdb_1y/fed_split/client_3/mmcif_files/8xt5.cif
8xvw_A,kept,149,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_3/mmcif_files/8xvw.cif
8yke_A,kept,154,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_3/mmcif_files/8yke.cif
8ynu_A,kept,80,0.0000,0.0000,1.76,data/all_pdb_1y/fed_split/client_3/mmcif_files/8ynu.cif
8yqd_A,kept,124,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_3/mmcif_files/8yqd.cif
8ys3_A,kept,122,0.0000,0.0000,1.752,data/all_pdb_1y/fed_split/client_3/mmcif_files/8ys3.cif
8yv4_A,kept,174,0.0000,0.0000,1.87,data/all_pdb_1y/fed_split/client_3/mmcif_files/8yv4.cif
8yv5_B,kept,175,0.0000,0.0000,1.98,data/all_pdb_1y/fed_split/client_3/mmcif_files/8yv5.cif
8z7c_A,kept,283,0.0000,0.0000,1.52,data/all_pdb_1y/fed_split/client_3/mmcif_files/8z7c.cif
8zf2_A,kept,201,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_3/mmcif_files/8zf2.cif
8zf3_A,kept,202,0.0000,0.0000,1.78,data/all_pdb_1y/fed_split/client_3/mmcif_files/8zf3.cif
8zwt_A,kept,164,0.0000,0.0000,1.85,data/all_pdb_1y/fed_split/client_3/mmcif_files/8zwt.cif
8zxh_A,kept,215,0.0047,0.0047,1.46,data/all_pdb_1y/fed_split/client_3/mmcif_files/8zxh.cif
8zxo_A,kept,230,0.0043,0.0043,1.816,data/all_pdb_1y/fed_split/client_3/mmcif_files/8zxo.cif
9avm_A,kept,60,0.0000,0.0000,1.79,data/all_pdb_1y/fed_split/client_3/mmcif_files/9avm.cif
9b7a_A,kept,175,0.0000,0.0000,1.71,data/all_pdb_1y/fed_split/client_3/mmcif_files/9b7a.cif
9b86_A,kept,293,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_3/mmcif_files/9b86.cif
9bl8_A,kept,83,0.0000,0.0000,1.3,data/all_pdb_1y/fed_split/client_3/mmcif_files/9bl8.cif
9bld_A,kept,240,0.0000,0.0000,1.67,data/all_pdb_1y/fed_split/client_3/mmcif_files/9bld.cif
9bnb_A,kept,57,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9bnb.cif
9bnc_A,kept,57,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_3/mmcif_files/9bnc.cif
9bsh_A,kept,280,0.0000,0.0000,1.35,data/all_pdb_1y/fed_split/client_3/mmcif_files/9bsh.cif
9bsm_A,kept,280,0.0000,0.0000,1.48,data/all_pdb_1y/fed_split/client_3/mmcif_files/9bsm.cif
9bwa_A,kept,282,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9bwa.cif
9bxh_A,kept,267,0.0000,0.0000,1.48,data/all_pdb_1y/fed_split/client_3/mmcif_files/9bxh.cif
9bxn_A,kept,273,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9bxn.cif
9c23_A,kept,249,0.0040,0.0040,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9c23.cif
9c26_A,kept,249,0.0040,0.0040,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/9c26.cif
9c9n_A,kept,270,0.0000,0.0000,1.45,data/all_pdb_1y/fed_split/client_3/mmcif_files/9c9n.cif
9cfs_A,kept,93,0.0000,0.0000,1.75,data/all_pdb_1y/fed_split/client_3/mmcif_files/9cfs.cif
9cpe_A,kept,167,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_3/mmcif_files/9cpe.cif
9cs7_A,kept,100,0.0000,0.0000,1.88,data/all_pdb_1y/fed_split/client_3/mmcif_files/9cs7.cif
9csf_A,kept,101,0.0000,0.0000,1.84,data/all_pdb_1y/fed_split/client_3/mmcif_files/9csf.cif
9cxp_A,kept,249,0.0040,0.0040,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9cxp.cif
9d0q_A,kept,289,0.0000,0.0000,1.96,data/all_pdb_1y/fed_split/client_3/mmcif_files/9d0q.cif
9d2u_A,kept,290,0.0000,0.0000,1.57,data/all_pdb_1y/fed_split/client_3/mmcif_files/9d2u.cif
9d4v_A,kept,297,0.0000,0.0000,1.84,data/all_pdb_1y/fed_split/client_3/mmcif_files/9d4v.cif
9d4x_A,kept,296,0.0000,0.0000,1.847,data/all_pdb_1y/fed_split/client_3/mmcif_files/9d4x.cif
9d7j_A,kept,271,0.0000,0.0000,1.39,data/all_pdb_1y/fed_split/client_3/mmcif_files/9d7j.cif
9d9n_A,kept,233,0.0000,0.0000,1.68,data/all_pdb_1y/fed_split/client_3/mmcif_files/9d9n.cif
9dcx_A,kept,264,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_3/mmcif_files/9dcx.cif
9dd2_A,kept,276,0.0000,0.0000,1.72,data/all_pdb_1y/fed_split/client_3/mmcif_files/9dd2.cif
9dgx_A,kept,213,0.0000,0.0000,1.691,data/all_pdb_1y/fed_split/client_3/mmcif_files/9dgx.cif
9dpm_A,kept,110,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_3/mmcif_files/9dpm.cif
9dpv_A,kept,110,0.0000,0.0000,1.99,data/all_pdb_1y/fed_split/client_3/mmcif_files/9dpv.cif
9dpy_A,kept,108,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_3/mmcif_files/9dpy.cif
9dt5_A,kept,207,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/9dt5.cif
9e0s_A,kept,185,0.0000,0.0000,1.98,data/all_pdb_1y/fed_split/client_3/mmcif_files/9e0s.cif
9e43_A,kept,134,0.0000,0.0000,1.41,data/all_pdb_1y/fed_split/client_3/mmcif_files/9e43.cif
9e7q_A,kept,33,0.0000,0.0000,1.42,data/all_pdb_1y/fed_split/client_3/mmcif_files/9e7q.cif
9eax_A,kept,191,0.0000,0.0000,1.35,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eax.cif
9eay_A,kept,191,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eay.cif
9eaz_A,kept,191,0.0000,0.0000,1.17,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eaz.cif
9eb0_A,kept,191,0.0000,0.0000,1.13,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eb0.cif
9eb1_A,kept,191,0.0000,0.0000,1.1,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eb1.cif
9ejy_A,kept,143,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ejy.cif
9emx_A,kept,154,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_3/mmcif_files/9emx.cif
9eol_A,kept,251,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eol.cif
9epa_A,kept,175,0.0000,0.0000,1.76,data/all_pdb_1y/fed_split/client_3/mmcif_files/9epa.cif
9eq8_A,kept,174,0.0000,0.0000,1.48,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eq8.cif
9eqb_A,kept,174,0.0000,0.0000,1.36,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eqb.cif
9eqc_A,kept,183,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eqc.cif
9ew8_A,kept,152,0.0000,0.0000,1.488,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ew8.cif
9exj_A,kept,219,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_3/mmcif_files/9exj.cif
9eyb_AAA,kept,64,0.0000,0.0000,1.337,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eyb.cif
9eyc_A,kept,62,0.0000,0.0000,1.06,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eyc.cif
9eye_AAA,kept,62,0.0000,0.0000,1.13,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eye.cif
9eyf_A,kept,62,0.0000,0.0000,1.34,data/all_pdb_1y/fed_split/client_3/mmcif_files/9eyf.cif
9f5v_A,kept,188,0.0000,0.0000,1.75,data/all_pdb_1y/fed_split/client_3/mmcif_files/9f5v.cif
9f64_A,kept,188,0.0000,0.0000,1.75,data/all_pdb_1y/fed_split/client_3/mmcif_files/9f64.cif
9f8h_A,kept,185,0.0000,0.0000,1.47,data/all_pdb_1y/fed_split/client_3/mmcif_files/9f8h.cif
9fbe_B,kept,275,0.0000,0.0000,1.93,data/all_pdb_1y/fed_split/client_3/mmcif_files/9fbe.cif
9fd7_A,kept,267,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_3/mmcif_files/9fd7.cif
9fen_A,kept,246,0.0041,0.0041,1.6,data/all_pdb_1y/fed_split/client_3/mmcif_files/9fen.cif
9feo_A,kept,242,0.0041,0.0041,1.9,data/all_pdb_1y/fed_split/client_3/mmcif_files/9feo.cif
9feq_A,kept,251,0.0040,0.0040,1.6,data/all_pdb_1y/fed_split/client_3/mmcif_files/9feq.cif
9fer_A,kept,258,0.0039,0.0039,1.65,data/all_pdb_1y/fed_split/client_3/mmcif_files/9fer.cif
9ff6_A,kept,125,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ff6.cif
9ffi_A,kept,265,0.0038,0.0038,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ffi.cif
9fgi_A,kept,243,0.0041,0.0041,1.77,data/all_pdb_1y/fed_split/client_3/mmcif_files/9fgi.cif
9fpm_A,kept,279,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9fpm.cif
9fqf_A,kept,58,0.0000,0.0000,1.2,data/all_pdb_1y/fed_split/client_3/mmcif_files/9fqf.cif
9fqg_A,kept,58,0.0000,0.0000,1.3,data/all_pdb_1y/fed_split/client_3/mmcif_files/9fqg.cif
9frn_A,kept,90,0.0000,0.0000,1.87,data/all_pdb_1y/fed_split/client_3/mmcif_files/9frn.cif
9g1a_A,kept,145,0.0000,0.0000,1.3,data/all_pdb_1y/fed_split/client_3/mmcif_files/9g1a.cif
9g3w_X,kept,194,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_3/mmcif_files/9g3w.cif
9g6w_A,kept,137,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/9g6w.cif
9g7l_A,kept,152,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_3/mmcif_files/9g7l.cif
9g7v_A,kept,291,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9g7v.cif
9ga0_G,kept,226,0.0044,0.0044,1.59,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ga0.cif
9gax_A,kept,220,0.0000,0.0000,1.93,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gax.cif
9gd5_A,kept,185,0.0000,0.0000,1.681,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gd5.cif
9gfq_A,kept,160,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gfq.cif
9glr_AAA,kept,159,0.0000,0.0000,1.72,data/all_pdb_1y/fed_split/client_3/mmcif_files/9glr.cif
9gls_AAA,kept,148,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gls.cif
9glt_AAA,kept,154,0.0000,0.0000,1.45,data/all_pdb_1y/fed_split/client_3/mmcif_files/9glt.cif
9gr3_A,kept,91,0.0000,0.0000,1.19,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gr3.cif
9gr4_B,kept,92,0.0000,0.0000,1.08,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gr4.cif
9gr5_A,kept,93,0.0000,0.0000,1.32,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gr5.cif
9gu6_B,kept,190,0.0000,0.0000,1.93,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gu6.cif
9gu8_B,kept,177,0.0000,0.0000,1.67,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gu8.cif
9gvr_A,kept,218,0.0046,0.0046,1.86,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gvr.cif
9gy1_A,kept,144,0.0000,0.0000,1.35,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gy1.cif
9gyy_A,kept,243,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gyy.cif
9gzu_A,kept,165,0.0000,0.0000,1.97,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gzu.cif
9gzv_A,kept,223,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_3/mmcif_files/9gzv.cif
9h0t_A,kept,134,0.0000,0.0000,1.322,data/all_pdb_1y/fed_split/client_3/mmcif_files/9h0t.cif
9h5x_A,kept,125,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9h5x.cif
9h5y_A,kept,125,0.0000,0.0000,1.67,data/all_pdb_1y/fed_split/client_3/mmcif_files/9h5y.cif
9h7p_A,kept,127,0.0000,0.0000,1.36,data/all_pdb_1y/fed_split/client_3/mmcif_files/9h7p.cif
9hbd_A,kept,90,0.0000,0.0000,1.09,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hbd.cif
9hbg_A,kept,91,0.0000,0.0000,1.28,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hbg.cif
9hck_A,kept,265,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hck.cif
9hcl_A,kept,224,0.0000,0.0000,1.87,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hcl.cif
9hi5_A,kept,223,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hi5.cif
9hit_A,kept,266,0.0000,0.0000,1.3,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hit.cif
9hj2_A,kept,265,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hj2.cif
9hq8_A,kept,105,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hq8.cif
9hrz_A,kept,90,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hrz.cif
9hth_A,kept,173,0.0000,0.0000,1.378,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hth.cif
9hyc_A,kept,182,0.0000,0.0000,1.71,data/all_pdb_1y/fed_split/client_3/mmcif_files/9hyc.cif
9i0t_A,kept,199,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_3/mmcif_files/9i0t.cif
9i19_A,kept,183,0.0000,0.0000,1.63,data/all_pdb_1y/fed_split/client_3/mmcif_files/9i19.cif
9i1c_A,kept,183,0.0000,0.0000,1.58,data/all_pdb_1y/fed_split/client_3/mmcif_files/9i1c.cif
9i1d_A,kept,182,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_3/mmcif_files/9i1d.cif
9i2i_A,kept,56,0.0000,0.0000,1.08,data/all_pdb_1y/fed_split/client_3/mmcif_files/9i2i.cif
9i5w_A,kept,116,0.0000,0.0000,1.774,data/all_pdb_1y/fed_split/client_3/mmcif_files/9i5w.cif
9i63_A,kept,82,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_3/mmcif_files/9i63.cif
9ib6_A,kept,139,0.0000,0.0000,1.2,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ib6.cif
9ic4_A,kept,266,0.0000,0.0000,1.86,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ic4.cif
9ih6_A,kept,62,0.0000,0.0000,1.31,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ih6.cif
9ih7_A,kept,59,0.0000,0.0000,1.12,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ih7.cif
9iha_AAA,kept,64,0.0000,0.0000,1.013,data/all_pdb_1y/fed_split/client_3/mmcif_files/9iha.cif
9ijn_A,kept,188,0.0000,0.0000,1.81,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ijn.cif
9ik0_A,kept,157,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ik0.cif
9im9_A,kept,141,0.0000,0.0000,1.81,data/all_pdb_1y/fed_split/client_3/mmcif_files/9im9.cif
9ipr_A,kept,141,0.0000,0.0000,1.94,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ipr.cif
9iq7_A,kept,133,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_3/mmcif_files/9iq7.cif
9iqd_A,kept,132,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_3/mmcif_files/9iqd.cif
9iqm_A,kept,132,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9iqm.cif
9iqn_A,kept,132,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/9iqn.cif
9ir1_A,kept,141,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ir1.cif
9iud_A,kept,138,0.0000,0.0000,1.98,data/all_pdb_1y/fed_split/client_3/mmcif_files/9iud.cif
9ivl_A,kept,275,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ivl.cif
9izt_A,kept,297,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_3/mmcif_files/9izt.cif
9j0q_A,kept,248,0.0040,0.0040,1.34,data/all_pdb_1y/fed_split/client_3/mmcif_files/9j0q.cif
9j0r_A,kept,228,0.0044,0.0044,1.66,data/all_pdb_1y/fed_split/client_3/mmcif_files/9j0r.cif
9j7x_A,kept,146,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/9j7x.cif
9jgp_A,kept,182,0.0000,0.0000,1.53,data/all_pdb_1y/fed_split/client_3/mmcif_files/9jgp.cif
9jjs_A,kept,121,0.0000,0.0000,1.52,data/all_pdb_1y/fed_split/client_3/mmcif_files/9jjs.cif
9jm2_B,kept,73,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/9jm2.cif
9jnj_A,kept,268,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_3/mmcif_files/9jnj.cif
9jse_A,kept,264,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_3/mmcif_files/9jse.cif
9juu_A,kept,133,0.0000,0.0000,1.48,data/all_pdb_1y/fed_split/client_3/mmcif_files/9juu.cif
9jv7_A,kept,236,0.0042,0.0042,1.9,data/all_pdb_1y/fed_split/client_3/mmcif_files/9jv7.cif
9jwr_A,kept,197,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9jwr.cif
9jyo_A,kept,163,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_3/mmcif_files/9jyo.cif
9kai_A,kept,228,0.0000,0.0000,1.87,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kai.cif
9kbu_A,kept,169,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kbu.cif
9kcz_A,kept,288,0.0000,0.0000,1.89,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kcz.cif
9kf5_A,kept,174,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kf5.cif
9kf7_A,kept,174,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kf7.cif
9kf8_A,kept,174,0.0000,0.0000,1.501,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kf8.cif
9kf9_A,kept,174,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kf9.cif
9kfa_A,kept,174,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kfa.cif
9kkp_A,kept,174,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kkp.cif
9kla_A,kept,149,0.0000,0.0000,1.78,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kla.cif
9kle_A,kept,174,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kle.cif
9kn7_A,kept,174,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kn7.cif
9kp2_A,kept,174,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kp2.cif
9kp7_A,kept,174,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kp7.cif
9krs_A,kept,174,0.0000,0.0000,1.53,data/all_pdb_1y/fed_split/client_3/mmcif_files/9krs.cif
9kvl_A,kept,300,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kvl.cif
9kvw_A,kept,288,0.0000,0.0000,1.44,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kvw.cif
9kwt_A,kept,300,0.0000,0.0000,0.96,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kwt.cif
9kya_A,kept,190,0.0000,0.0000,1.89,data/all_pdb_1y/fed_split/client_3/mmcif_files/9kya.cif
9l1f_A,kept,243,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_3/mmcif_files/9l1f.cif
9l2r_A,kept,63,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_3/mmcif_files/9l2r.cif
9l6m_A,kept,155,0.0000,0.0000,1.78,data/all_pdb_1y/fed_split/client_3/mmcif_files/9l6m.cif
9l8y_A,kept,164,0.0000,0.0000,1.92,data/all_pdb_1y/fed_split/client_3/mmcif_files/9l8y.cif
9l92_A,kept,215,0.0000,0.0000,1.97,data/all_pdb_1y/fed_split/client_3/mmcif_files/9l92.cif
9ld5_A,kept,241,0.0041,0.0041,1.9,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ld5.cif
9ler_A,kept,291,0.0000,0.0000,1.68,data/all_pdb_1y/fed_split/client_3/mmcif_files/9ler.cif
9les_A,kept,290,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_3/mmcif_files/9les.cif
9lkp_A,kept,241,0.0000,0.0000,1.63,data/all_pdb_1y/fed_split/client_3/mmcif_files/9lkp.cif
9lni_A,kept,212,0.0000,0.0000,1.61,data/all_pdb_1y/fed_split/client_3/mmcif_files/9lni.cif
9lnt_A,kept,57,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_3/mmcif_files/9lnt.cif
