label,reason,length,x_ratio,noncanonical_ratio,resolution,source_file
7i90_A,kept,169,0.0000,0.0000,1.993,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i90.cif
7i91_A,kept,169,0.0000,0.0000,1.93,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i91.cif
7i9e_A,kept,169,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_2/mmcif_files/7i9e.cif
7ib8_A,kept,116,0.0000,0.0000,1.57,data/all_pdb_1y/fed_split/client_2/mmcif_files/7ib8.cif
8pwg_A,kept,249,0.0000,0.0000,1.94,data/all_pdb_1y/fed_split/client_2/mmcif_files/8pwg.cif
8ray_B,kept,255,0.0000,0.0000,1.58,data/all_pdb_1y/fed_split/client_2/mmcif_files/8ray.cif
8req_A,kept,232,0.0000,0.0000,1.94,data/all_pdb_1y/fed_split/client_2/mmcif_files/8req.cif
8ros_AAA,kept,264,0.0000,0.0000,1.553,data/all_pdb_1y/fed_split/client_2/mmcif_files/8ros.cif
8rso_A,kept,220,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_2/mmcif_files/8rso.cif
8rye_A,kept,249,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_2/mmcif_files/8rye.cif
8uus_A,kept,166,0.0000,0.0000,1.47,data/all_pdb_1y/fed_split/client_2/mmcif_files/8uus.cif
8uut_A,kept,161,0.0000,0.0000,1.83,data/all_pdb_1y/fed_split/client_2/mmcif_files/8uut.cif
8v4w_A,kept,207,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_2/mmcif_files/8v4w.cif
8v92_A,kept,127,0.0000,0.0000,1.27,data/all_pdb_1y/fed_split/client_2/mmcif_files/8v92.cif
8vk5_E,kept,218,0.0000,0.0000,1.56,data/all_pdb_1y/fed_split/client_2/mmcif_files/8vk5.cif
8vv5_A,kept,159,0.0000,0.0000,1.84,data/all_pdb_1y/fed_split/client_2/mmcif_files/8vv5.cif
8vv6_A,kept,159,0.0000,0.0000,1.55,data/all_pdb_1y/fed_split/client_2/mmcif_files/8vv6.cif
8wp6_A,kept,192,0.0000,0.0000,1.87,data/all_pdb_1y/fed_split/client_2/mmcif_files/8wp6.cif
8xcb_A,kept,200,0.0000,0.0000,1.83,data/all_pdb_1y/fed_split/client_2/mmcif_files/8xcb.cif
8xpi_A,kept,107,0.0000,0.0000,1.84,data/all_pdb_1y/fed_split/client_2/mmcif_files/8xpi.cif
8y4d_A,kept,296,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_2/mmcif_files/8y4d.cif
8y4f_A,kept,298,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_2/mmcif_files/8y4f.cif
8y4g_A,kept,296,0.0000,0.0000,1.93,data/all_pdb_1y/fed_split/client_2/mmcif_files/8y4g.cif
8y7v_A,kept,222,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_2/mmcif_files/8y7v.cif
8yep_A,kept,187,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_2/mmcif_files/8yep.cif
8yk8_A,kept,187,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_2/mmcif_files/8yk8.cif
8yme_A,kept,128,0.0000,0.0000,1.18,data/all_pdb_1y/fed_split/client_2/mmcif_files/8yme.cif
8yqk_A,kept,109,0.0000,0.0000,1.17,data/all_pdb_1y/fed_split/client_2/mmcif_files/8yqk.cif
8yri_A,kept,168,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_2/mmcif_files/8yri.cif
8ytu_A,kept,265,0.0000,0.0000,1.34,data/all_pdb_1y/fed_split/client_2/mmcif_files/8ytu.cif
8ytv_A,kept,265,0.0000,0.0000,1.89,data/all_pdb_1y/fed_split/client_2/mmcif_files/8ytv.cif
8yty_A,kept,260,0.0000,0.0000,1.15,data/all_pdb_1y/fed_split/client_2/mmcif_files/8yty.cif
8ytz_A,kept,260,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_2/mmcif_files/8ytz.cif
8ywz_A,kept,296,0.0000,0.0000,1.91,data/all_pdb_1y/fed_split/client_2/mmcif_files/8ywz.cif
8z6e_A,kept,197,0.0000,0.0000,1.97,data/all_pdb_1y/fed_split/client_2/mmcif_files/8z6e.cif
8zcc_A,kept,299,0.0000,0.0000,1.55,data/all_pdb_1y/fed_split/client_2/mmcif_files/8zcc.cif
8zev_A,kept,252,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_2/mmcif_files/8zev.cif
8zu4_A,kept,296,0.0000,0.0000,1.39,data/all_pdb_1y/fed_split/client_2/mmcif_files/8zu4.cif
8zu5_A,kept,294,0.0000,0.0000,1.83,data/all_pdb_1y/fed_split/client_2/mmcif_files/8zu5.cif
8zv7_A,kept,198,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_2/mmcif_files/8zv7.cif
8zvo_A,kept,276,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_2/mmcif_files/8zvo.cif
8zvs_A,kept,239,0.0000,0.0000,1.987,data/all_pdb_1y/fed_split/client_2/mmcif_files/8zvs.cif
8zwp_A,kept,278,0.0000,0.0000,1.86,data/all_pdb_1y/fed_split/client_2/mmcif_files/8zwp.cif
9avx_A,kept,223,0.0000,0.0000,1.497,data/all_pdb_1y/fed_split/client_2/mmcif_files/9avx.cif
9b72_A,kept,217,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_2/mmcif_files/9b72.cif
9bd4_A,kept,242,0.0000,0.0000,1.3,data/all_pdb_1y/fed_split/client_2/mmcif_files/9bd4.cif
9bdo_A,kept,117,0.0000,0.0000,1.948,data/all_pdb_1y/fed_split/client_2/mmcif_files/9bdo.cif
9bl1_A,kept,291,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_2/mmcif_files/9bl1.cif
9blo_A,kept,156,0.0000,0.0000,1.35,data/all_pdb_1y/fed_split/client_2/mmcif_files/9blo.cif
9blp_A,kept,156,0.0000,0.0000,1.2,data/all_pdb_1y/fed_split/client_2/mmcif_files/9blp.cif
9bos_A,kept,224,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_2/mmcif_files/9bos.cif
9bp8_A,kept,294,0.0000,0.0000,1.73,data/all_pdb_1y/fed_split/client_2/mmcif_files/9bp8.cif
9br3_A,kept,221,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_2/mmcif_files/9br3.cif
9c9c_A,kept,211,0.0000,0.0000,1.66,data/all_pdb_1y/fed_split/client_2/mmcif_files/9c9c.cif
9cp6_A,kept,117,0.0000,0.0000,1.66,data/all_pdb_1y/fed_split/client_2/mmcif_files/9cp6.cif
9cr5_A,kept,174,0.0000,0.0000,1.56,data/all_pdb_1y/fed_split/client_2/mmcif_files/9cr5.cif
9cyn_A,kept,257,0.0000,0.0000,1.82,data/all_pdb_1y/fed_split/client_2/mmcif_files/9cyn.cif
9d1x_A,kept,297,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_2/mmcif_files/9d1x.cif
9d58_A,kept,248,0.0000,0.0000,1.94,data/all_pdb_1y/fed_split/client_2/mmcif_files/9d58.cif
9d8b_A,kept,261,0.0000,0.0000,1.82,data/all_pdb_1y/fed_split/client_2/mmcif_files/9d8b.cif
9dbu_A,kept,111,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_2/mmcif_files/9dbu.cif
9dcr_A,kept,233,0.0000,0.0000,1.85,data/all_pdb_1y/fed_split/client_2/mmcif_files/9dcr.cif
9def_A,kept,164,0.0000,0.0000,1.75,data/all_pdb_1y/fed_split/client_2/mmcif_files/9def.cif
9dma_A,kept,274,0.0000,0.0000,1.89,data/all_pdb_1y/fed_split/client_2/mmcif_files/9dma.cif
9dn9_B,kept,192,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_2/mmcif_files/9dn9.cif
9dnc_A,kept,194,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_2/mmcif_files/9dnc.cif
9dqp_A,kept,253,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_2/mmcif_files/9dqp.cif
9dsf_A,kept,170,0.0000,0.0000,1.85,data/all_pdb_1y/fed_split/client_2/mmcif_files/9dsf.cif
9dte_A,kept,65,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_2/mmcif_files/9dte.cif
9dth_A,kept,154,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_2/mmcif_files/9dth.cif
9e72_A,kept,259,0.0000,0.0000,1.81,data/all_pdb_1y/fed_split/client_2/mmcif_files/9e72.cif
9e79_A,kept,195,0.0000,0.0000,1.64,data/all_pdb_1y/fed_split/client_2/mmcif_files/9e79.cif
9e9w_A,kept,299,0.0000,0.0000,1.48,data/all_pdb_1y/fed_split/client_2/mmcif_files/9e9w.cif
9edq_A,kept,297,0.0000,0.0000,1.63,data/all_pdb_1y/fed_split/client_2/mmcif_files/9edq.cif
9efj_A,kept,152,0.0000,0.0000,1.82,data/all_pdb_1y/fed_split/client_2/mmcif_files/9efj.cif
9eoi_A,kept,209,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_2/mmcif_files/9eoi.cif
9ewr_A,kept,269,0.0000,0.0000,1.17,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ewr.cif
9f69_A,kept,245,0.0000,0.0000,1.17,data/all_pdb_1y/fed_split/client_2/mmcif_files/9f69.cif
9f6b_A,kept,158,0.0000,0.0000,1.57,data/all_pdb_1y/fed_split/client_2/mmcif_files/9f6b.cif
9f9b_A,kept,231,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_2/mmcif_files/9f9b.cif
9f9e_A,kept,230,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_2/mmcif_files/9f9e.cif
9f9g_A,kept,231,0.0000,0.0000,1.44,data/all_pdb_1y/fed_split/client_2/mmcif_files/9f9g.cif
9f9i_A,kept,231,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_2/mmcif_files/9f9i.cif
9fbd_A,kept,290,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_2/mmcif_files/9fbd.cif
9fd0_A,kept,222,0.0000,0.0000,1.35,data/all_pdb_1y/fed_split/client_2/mmcif_files/9fd0.cif
9fd1_A,kept,211,0.0000,0.0000,1.22,data/all_pdb_1y/fed_split/client_2/mmcif_files/9fd1.cif
9feg_B,kept,200,0.0000,0.0000,1.75,data/all_pdb_1y/fed_split/client_2/mmcif_files/9feg.cif
9ffc_A,kept,249,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ffc.cif
9fj7_AAA,kept,110,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_2/mmcif_files/9fj7.cif
9fmy_AAA,kept,128,0.0000,0.0000,1.09,data/all_pdb_1y/fed_split/client_2/mmcif_files/9fmy.cif
9g0g_A,kept,155,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_2/mmcif_files/9g0g.cif
9g4o_A,kept,289,0.0000,0.0000,1.55,data/all_pdb_1y/fed_split/client_2/mmcif_files/9g4o.cif
9g5h_A,kept,219,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_2/mmcif_files/9g5h.cif
9g6y_A,kept,219,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_2/mmcif_files/9g6y.cif
9gab_D,kept,131,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gab.cif
9gad_A,kept,131,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gad.cif
9gcb_A,kept,213,0.0000,0.0000,1.44,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gcb.cif
9ggs_A,kept,270,0.0000,0.0000,1.38,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ggs.cif
9gk0_A,kept,244,0.0000,0.0000,0.95,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gk0.cif
9gl5_A,kept,146,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gl5.cif
9glg_A,kept,146,0.0000,0.0000,1.55,data/all_pdb_1y/fed_split/client_2/mmcif_files/9glg.cif
9glh_AAA,kept,169,0.0000,0.0000,1.115,data/all_pdb_1y/fed_split/client_2/mmcif_files/9glh.cif
9gli_AAA,kept,169,0.0000,0.0000,1.426,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gli.cif
9glj_AAA,kept,169,0.0000,0.0000,1.213,data/all_pdb_1y/fed_split/client_2/mmcif_files/9glj.cif
9gll_AAA,kept,169,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gll.cif
9glm_AAA,kept,169,0.0000,0.0000,1.79,data/all_pdb_1y/fed_split/client_2/mmcif_files/9glm.cif
9gln_AAA,kept,169,0.0000,0.0000,1.92,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gln.cif
9glo_AAA,kept,169,0.0000,0.0000,1.53,data/all_pdb_1y/fed_split/client_2/mmcif_files/9glo.cif
9glp_AAA,kept,169,0.0000,0.0000,1.77,data/all_pdb_1y/fed_split/client_2/mmcif_files/9glp.cif
9gmm_AAA,kept,169,0.0000,0.0000,1.35,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gmm.cif
9gmn_AAA,kept,169,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gmn.cif
9gmp_A,kept,285,0.0000,0.0000,1.89,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gmp.cif
9gn8_AAA,kept,169,0.0000,0.0000,1.96,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gn8.cif
9gv4_A,kept,121,0.0000,0.0000,1.534,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gv4.cif
9gyh_A,kept,129,0.0078,0.0078,1.6,data/all_pdb_1y/fed_split/client_2/mmcif_files/9gyh.cif
9h04_A,kept,252,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_2/mmcif_files/9h04.cif
9h70_A,kept,193,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_2/mmcif_files/9h70.cif
9h8d_A,kept,294,0.0000,0.0000,1.641,data/all_pdb_1y/fed_split/client_2/mmcif_files/9h8d.cif
9hdb_B,kept,64,0.0000,0.0000,1.491,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hdb.cif
9hds_A,kept,258,0.0000,0.0000,0.86,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hds.cif
9hdu_A,kept,258,0.0000,0.0000,1.0,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hdu.cif
9hil_A,kept,257,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hil.cif
9hmu_A,kept,250,0.0000,0.0000,1.85,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hmu.cif
9hnu_B,kept,194,0.0000,0.0000,1.45,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hnu.cif
9ho8_A,kept,258,0.0000,0.0000,1.75,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ho8.cif
9ho9_A,kept,258,0.0000,0.0000,1.3,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ho9.cif
9hoa_A,kept,258,0.0000,0.0000,1.2,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hoa.cif
9hoc_A,kept,258,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hoc.cif
9hoe_A,kept,258,0.0000,0.0000,1.1,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hoe.cif
9hoh_A,kept,258,0.0000,0.0000,1.1,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hoh.cif
9hoj_A,kept,258,0.0000,0.0000,1.15,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hoj.cif
9hom_A,kept,258,0.0000,0.0000,1.1,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hom.cif
9hoo_A,kept,258,0.0000,0.0000,0.83,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hoo.cif
9hor_A,kept,258,0.0000,0.0000,1.3,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hor.cif
9hou_A,kept,258,0.0000,0.0000,1.2,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hou.cif
9how_A,kept,258,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_2/mmcif_files/9how.cif
9hoy_A,kept,258,0.0000,0.0000,1.2,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hoy.cif
9hoz_A,kept,258,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hoz.cif
9hp0_A,kept,258,0.0000,0.0000,1.44,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hp0.cif
9hp1_A,kept,258,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hp1.cif
9hp2_A,kept,258,0.0000,0.0000,1.0,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hp2.cif
9hp4_A,kept,258,0.0000,0.0000,1.1,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hp4.cif
9hps_A,kept,207,0.0000,0.0000,1.95,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hps.cif
9hq9_A,kept,198,0.0000,0.0000,1.6,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hq9.cif
9hqf_A,kept,148,0.0000,0.0000,1.73,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hqf.cif
9hqw_A,kept,194,0.0000,0.0000,1.63,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hqw.cif
9hrk_A,kept,144,0.0000,0.0000,1.33,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hrk.cif
9hy0_A,kept,258,0.0000,0.0000,0.95,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hy0.cif
9hyd_A,kept,264,0.0000,0.0000,1.425,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hyd.cif
9hye_A,kept,154,0.0000,0.0000,1.64,data/all_pdb_1y/fed_split/client_2/mmcif_files/9hye.cif
9i08_A,kept,254,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_2/mmcif_files/9i08.cif
9i0d_A,kept,212,0.0000,0.0000,1.65,data/all_pdb_1y/fed_split/client_2/mmcif_files/9i0d.cif
9i4j_A,kept,224,0.0000,0.0000,1.74,data/all_pdb_1y/fed_split/client_2/mmcif_files/9i4j.cif
9i5m_A,kept,242,0.0000,0.0000,1.734,data/all_pdb_1y/fed_split/client_2/mmcif_files/9i5m.cif
9i9e_A,kept,159,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_2/mmcif_files/9i9e.cif
9i9m_AAA,kept,169,0.0000,0.0000,1.543,data/all_pdb_1y/fed_split/client_2/mmcif_files/9i9m.cif
9i9n_AAA,kept,169,0.0000,0.0000,1.88,data/all_pdb_1y/fed_split/client_2/mmcif_files/9i9n.cif
9ia8_AAA,kept,169,0.0000,0.0000,1.9,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ia8.cif
9iba_A,kept,151,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_2/mmcif_files/9iba.cif
9ifv_A,kept,221,0.0000,0.0000,1.431,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ifv.cif
9ijo_A,kept,154,0.0000,0.0000,1.53,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ijo.cif
9iqc_A,kept,238,0.0000,0.0000,1.69,data/all_pdb_1y/fed_split/client_2/mmcif_files/9iqc.cif
9iqu_A,kept,234,0.0000,0.0000,1.96,data/all_pdb_1y/fed_split/client_2/mmcif_files/9iqu.cif
9iqw_A,kept,134,0.0000,0.0000,1.64,data/all_pdb_1y/fed_split/client_2/mmcif_files/9iqw.cif
9iw4_A,kept,111,0.0000,0.0000,1.341,data/all_pdb_1y/fed_split/client_2/mmcif_files/9iw4.cif
9iw7_A,kept,153,0.0000,0.0000,1.78,data/all_pdb_1y/fed_split/client_2/mmcif_files/9iw7.cif
9iw9_A,kept,254,0.0000,0.0000,1.75,data/all_pdb_1y/fed_split/client_2/mmcif_files/9iw9.cif
9iz8_A,kept,217,0.0000,0.0000,1.54,data/all_pdb_1y/fed_split/client_2/mmcif_files/9iz8.cif
9jgu_A,kept,298,0.0000,0.0000,1.92,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jgu.cif
9jgv_A,kept,299,0.0000,0.0000,1.76,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jgv.cif
9jgw_A,kept,299,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jgw.cif
9jit_A,kept,115,0.0000,0.0000,1.08,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jit.cif
9jiv_A,kept,115,0.0000,0.0000,1.25,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jiv.cif
9jjd_A,kept,121,0.0000,0.0000,1.36,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jjd.cif
9jko_A,kept,98,0.0000,0.0000,1.63,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jko.cif
9jqg_A,kept,269,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jqg.cif
9jrs_A,kept,126,0.0000,0.0000,1.46,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jrs.cif
9jt3_A,kept,262,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jt3.cif
9jtp_A,kept,243,0.0000,0.0000,1.57,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jtp.cif
9jtq_A,kept,254,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jtq.cif
9jtr_A,kept,243,0.0000,0.0000,1.73,data/all_pdb_1y/fed_split/client_2/mmcif_files/9jtr.cif
9k7i_A,kept,260,0.0000,0.0000,1.74,data/all_pdb_1y/fed_split/client_2/mmcif_files/9k7i.cif
9k7l_A,kept,260,0.0000,0.0000,1.59,data/all_pdb_1y/fed_split/client_2/mmcif_files/9k7l.cif
9kgy_A,kept,125,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kgy.cif
9kgz_A,kept,125,0.0000,0.0000,1.8,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kgz.cif
9kh0_A,kept,300,0.0000,0.0000,1.76,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kh0.cif
9kh1_A,kept,299,0.0000,0.0000,1.51,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kh1.cif
9kh3_A,kept,299,0.0000,0.0000,1.49,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kh3.cif
9kja_A,kept,111,0.0000,0.0000,1.73,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kja.cif
9kjd_B,kept,252,0.0000,0.0000,1.7,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kjd.cif
9kme_A,kept,237,0.0000,0.0000,1.76,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kme.cif
9kmf_A,kept,261,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kmf.cif
9krc_A,kept,89,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_2/mmcif_files/9krc.cif
9krr_A,kept,87,0.0000,0.0000,1.93,data/all_pdb_1y/fed_split/client_2/mmcif_files/9krr.cif
9kt2_A,kept,126,0.0079,0.0079,1.46206515118,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kt2.cif
9kup_A,kept,179,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kup.cif
9kyf_A,kept,103,0.0000,0.0000,1.55,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kyf.cif
9kzn_A,kept,129,0.0000,0.0000,1.35,data/all_pdb_1y/fed_split/client_2/mmcif_files/9kzn.cif
9l11_A,kept,227,0.0000,0.0000,1.82,data/all_pdb_1y/fed_split/client_2/mmcif_files/9l11.cif
9l1j_A,kept,128,0.0000,0.0000,1.62,data/all_pdb_1y/fed_split/client_2/mmcif_files/9l1j.cif
9l1k_A,kept,126,0.0000,0.0000,1.57,data/all_pdb_1y/fed_split/client_2/mmcif_files/9l1k.cif
9l5m_A,kept,180,0.0000,0.0000,2.0,data/all_pdb_1y/fed_split/client_2/mmcif_files/9l5m.cif
9l86_A,kept,243,0.0000,0.0000,1.4,data/all_pdb_1y/fed_split/client_2/mmcif_files/9l86.cif
9ld3_A,kept,180,0.0000,0.0000,1.82,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ld3.cif
9ldh_A,kept,180,0.0000,0.0000,1.94,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ldh.cif
9ldu_A,kept,299,0.0000,0.0000,1.94,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ldu.cif
9lgs_A,kept,59,0.0000,0.0000,1.5,data/all_pdb_1y/fed_split/client_2/mmcif_files/9lgs.cif
9lj7_A,kept,265,0.0000,0.0000,1.615,data/all_pdb_1y/fed_split/client_2/mmcif_files/9lj7.cif
9ll2_A,kept,110,0.0000,0.0000,1.64,data/all_pdb_1y/fed_split/client_2/mmcif_files/9ll2.cif
